,aX,aY,aZ,gX,gY,gZ,little,ring,middle,index,thumb,Character
2324,0.47,0.82,0.39,-0.98,-1.34,-3.36,364,284,202,441,357,29
2325,0.45,0.83,0.39,-1.4,-2.5,-1.71,363,280,208,443,361,29
2326,0.46,0.82,0.38,-0.18,-3.97,-2.56,362,281,208,438,364,29
2327,0.47,0.8,0.37,-1.53,-3.6,-2.81,361,281,204,441,360,29
2328,0.49,0.79,0.36,0.12,-3.23,-2.69,362,284,211,441,364,29
2329,0.45,0.81,0.4,-3.36,-0.43,-4.46,361,281,205,445,366,29
2330,0.47,0.79,0.37,0.43,-4.64,-2.32,360,285,207,440,365,29
2331,0.47,0.81,0.37,2.44,-3.17,-1.65,362,281,208,436,360,29
2332,0.45,0.79,0.37,-2.08,-5.49,-0.79,360,282,207,444,360,29
2333,0.47,0.82,0.38,-1.34,-4.15,-5.49,360,284,204,445,370,29
2334,0.45,0.8,0.39,-0.49,-4.33,-1.83,361,284,206,440,360,29
2335,0.45,0.83,0.37,-0.49,-3.3,-4.21,365,283,206,443,367,29
2336,0.5,0.87,0.39,13.18,-9.52,9.83,356,281,206,440,364,29
2337,0.45,0.86,0.39,29.6,-1.83,-23.19,362,281,207,442,359,29
2338,0.42,0.82,0.33,7.45,-5.43,-0.98,359,283,208,437,362,29
2339,0.41,0.8,0.28,3.23,-1.1,-0.79,362,282,206,443,365,29
2340,0.48,0.87,0.24,8.42,-9.77,-0.37,363,283,203,446,363,29
2341,0.5,0.88,0.22,1.16,-1.59,1.16,363,281,208,438,363,29
2342,0.48,0.81,0.25,-2.44,-5.8,-3.05,364,279,207,443,365,29
2343,0.51,0.88,0.21,3.42,-1.04,0.49,362,281,205,432,366,29
2344,0.49,0.81,0.2,-3.85,-4.94,1.1,364,279,207,442,364,29
2345,0.57,0.81,0.24,5.43,1.46,3.78,363,278,205,445,363,29
2346,0.53,0.78,0.26,-0.49,0.98,-4.21,363,281,204,436,364,29
2347,0.53,0.78,0.25,7.75,4.03,2.93,357,277,205,440,365,29
2348,0.58,0.78,0.23,1.77,-3.11,2.01,361,280,205,445,364,29
2349,0.58,0.79,0.21,3.11,-1.83,-5.0,362,280,206,444,366,29
2350,0.55,0.79,0.22,0.18,-5.31,-6.35,363,279,201,444,362,29
2351,0.55,0.8,0.22,0.31,-2.32,-3.97,361,281,206,441,364,29
2352,0.53,0.8,0.23,-1.89,-2.69,-4.03,361,280,205,443,366,29
2353,0.53,0.81,0.25,-2.08,-2.44,-1.28,358,278,205,441,364,29
2354,0.54,0.79,0.24,0.92,-4.15,-0.55,363,284,208,440,371,29
2355,0.55,0.79,0.25,-0.61,-2.62,-1.34,361,283,205,443,364,29
2356,0.58,0.75,0.24,-11.6,-4.58,1.34,362,280,208,442,361,29
2357,0.56,0.8,0.28,0.37,-3.05,-4.52,360,286,209,445,363,29
2358,0.57,0.79,0.25,1.34,-3.23,-3.85,361,284,207,441,363,29
2359,0.58,0.8,0.26,2.75,-2.44,-1.83,366,283,220,444,365,29
2360,0.57,0.8,0.25,1.22,-2.14,-3.17,360,282,210,442,364,29
2361,0.54,0.79,0.27,0.92,-2.2,-3.66,360,284,204,442,367,29
2362,0.55,0.8,0.26,0.43,-2.99,-2.38,361,283,207,442,362,29
2363,0.55,0.79,0.25,0.12,-4.64,-1.83,359,296,206,445,363,29
2364,0.56,0.79,0.24,0.79,-3.17,-3.54,361,284,201,443,363,29
2365,0.55,0.8,0.25,-0.12,-2.69,-2.5,360,282,209,441,364,29
2366,0.57,0.8,0.25,2.01,-3.66,-2.56,362,282,209,442,364,29
2367,0.55,0.79,0.25,0.18,-2.2,-1.65,362,281,207,445,364,29
2368,0.57,0.8,0.25,-0.98,-2.26,-2.75,359,284,206,442,365,29
2369,0.56,0.79,0.26,-0.98,-1.22,-2.75,356,283,206,440,365,29
2370,0.57,0.79,0.26,2.93,-3.36,-2.62,359,281,204,443,364,29
2371,0.56,0.78,0.25,1.46,-2.93,-1.95,359,282,206,441,367,29
2372,0.56,0.78,0.25,-0.67,-2.38,-2.93,359,280,206,440,365,29
2373,0.57,0.78,0.25,0.18,-1.77,-1.83,360,283,208,441,366,29
2374,0.57,0.78,0.25,0.37,-2.26,-3.23,362,279,209,442,364,29
2375,0.57,0.79,0.25,0.12,-2.44,-2.56,358,282,207,444,365,29
2376,0.56,0.79,0.25,-0.12,-2.5,-2.14,361,283,210,447,365,29
2377,0.56,0.78,0.26,-0.79,-2.75,-2.38,361,281,208,441,366,29
2378,0.58,0.77,0.25,-0.43,-1.89,-1.95,360,281,203,442,368,29
2379,0.59,0.78,0.27,-2.62,-3.78,-2.32,360,281,214,441,361,29
2380,0.58,0.77,0.28,-2.93,-1.77,-3.17,360,284,202,443,362,29
2381,0.56,0.75,0.29,-0.92,-5.25,-4.88,360,285,206,441,362,29
2382,0.58,0.75,0.29,-1.71,-4.33,-2.01,359,282,206,444,362,29
2383,0.56,0.76,0.3,0.0,-3.66,-2.01,381,283,207,442,363,29
2384,0.58,0.74,0.29,-0.31,-3.91,-2.32,364,281,207,443,363,29
2385,0.57,0.76,0.3,-1.46,-2.2,-3.3,359,298,209,441,363,29
2386,0.59,0.76,0.29,2.32,-5.07,-5.92,360,281,206,442,365,29
2387,0.56,0.78,0.28,7.02,1.59,-8.18,361,282,208,440,359,29
2388,0.54,0.82,0.28,-5.98,2.93,-12.39,358,281,204,444,360,29
2389,0.54,0.83,0.29,2.87,-8.12,-6.96,361,281,219,441,362,29
2390,0.46,0.85,0.27,3.36,1.89,-9.89,359,282,212,434,363,29
2391,0.49,0.85,0.26,1.77,-2.38,-0.06,357,281,206,438,363,29
2392,0.49,0.85,0.26,-1.04,-1.89,-3.66,359,284,206,444,364,29
2393,0.46,0.85,0.26,-0.24,-2.99,-3.6,359,281,205,442,366,29
2394,0.46,0.86,0.27,0.61,-2.93,-0.55,361,280,203,443,360,29
2395,0.46,0.84,0.26,1.83,-3.11,-0.24,359,284,206,439,366,29
2396,0.46,0.84,0.26,0.31,-2.5,-2.87,358,284,209,438,364,29
2397,0.46,0.84,0.28,-2.08,-2.75,-2.5,368,284,206,438,365,29
2398,0.47,0.84,0.27,2.14,-3.17,-2.99,359,281,204,440,364,29
2399,0.48,0.85,0.26,3.17,-4.88,-3.17,357,281,206,444,365,29
2400,0.48,0.84,0.27,-0.37,-1.53,-3.17,359,284,208,446,363,29
2401,0.48,0.85,0.25,2.93,-0.79,-5.62,359,283,208,445,365,29
2402,0.47,0.84,0.25,1.71,-1.83,-2.56,358,276,211,440,362,29
2403,0.47,0.85,0.26,-0.92,-4.09,-2.26,359,284,206,445,365,29
2404,0.48,0.83,0.27,0.06,-2.32,-2.14,358,284,207,437,361,29
2405,0.49,0.85,0.26,0.31,-2.44,-5.55,360,281,204,441,363,29
2406,0.48,0.85,0.26,3.48,-6.9,-2.93,357,284,207,445,364,29
2407,0.48,0.84,0.25,0.85,-3.36,-2.44,358,283,206,446,363,29
2408,0.46,0.83,0.25,1.53,-2.69,-2.26,361,288,209,441,366,29
2409,0.47,0.86,0.25,0.73,-5.43,-3.6,358,278,206,443,359,29
2410,0.43,0.87,0.25,-0.31,-4.7,-1.4,357,280,205,442,361,29
2411,0.44,0.86,0.24,-0.61,-3.17,1.04,360,282,215,441,363,29
2412,0.47,0.85,0.24,-2.08,-6.47,1.34,360,281,205,442,361,29
2413,0.49,0.84,0.24,-0.31,-0.31,0.24,366,282,205,441,363,29
2414,0.5,0.79,0.23,-0.92,-5.86,-1.59,359,282,206,442,359,29
2415,0.54,0.82,0.23,0.49,-2.62,-1.59,358,287,209,441,359,29
2416,0.51,0.83,0.22,-0.67,-5.13,-3.72,358,281,207,439,360,29
2417,0.5,0.84,0.21,0.67,-4.27,-8.54,360,281,208,446,361,29
2418,0.46,0.87,0.21,1.77,-1.1,-7.75,358,281,208,443,362,29
2419,0.43,0.86,0.22,-0.55,-2.44,2.56,359,284,207,442,364,29
2420,0.47,0.84,0.21,0.31,-4.27,1.95,357,283,206,441,366,29
2421,0.47,0.84,0.21,-0.12,-1.89,-1.59,353,282,206,443,363,29
2422,0.52,0.84,0.23,2.14,-4.7,-5.49,356,281,207,441,362,29
2423,0.51,0.82,0.21,-2.69,-3.78,-0.67,358,282,206,445,365,29
2424,0.5,0.85,0.23,3.6,-3.48,-5.55,356,281,208,445,365,29
2425,0.49,0.85,0.22,0.18,-1.22,-1.95,357,282,207,440,363,29
2426,0.48,0.83,0.23,-0.31,-4.94,-4.27,359,285,205,446,361,29
2427,0.5,0.84,0.23,2.32,-3.85,-1.71,360,280,209,447,363,29
2428,0.5,0.84,0.23,-0.43,-2.93,-2.56,357,281,211,444,365,29
2429,0.5,0.83,0.25,-1.28,-3.11,-1.46,360,282,206,438,365,29
2430,0.5,0.82,0.25,-2.26,0.31,-1.04,360,281,213,440,363,29
2431,0.53,0.82,0.25,-0.43,-5.74,-2.32,361,284,205,440,359,29
2432,0.51,0.82,0.25,-1.53,-2.5,-1.65,356,282,220,441,362,29
2433,0.53,0.82,0.25,-1.28,-2.44,-3.42,351,280,208,440,365,29
2434,0.5,0.81,0.25,-1.16,-2.26,-0.06,359,281,206,441,364,29
2435,0.52,0.82,0.24,0.18,-3.05,-0.98,359,283,205,441,360,29
2436,0.53,0.82,0.25,0.24,-3.11,-3.05,353,284,206,444,363,29
2437,0.52,0.81,0.25,1.71,-3.3,-2.62,357,285,210,444,364,29
2438,0.52,0.79,0.24,2.14,-3.05,-3.23,362,284,206,442,364,29
2439,0.51,0.82,0.24,1.59,-3.23,-2.62,355,294,207,438,363,29
2440,0.51,0.82,0.24,2.2,-3.48,-2.32,357,279,206,448,365,29
2441,0.52,0.83,0.24,0.73,-5.19,-2.93,355,283,206,440,360,29
2442,0.51,0.82,0.25,0.79,0.61,-2.56,357,281,208,440,364,29
2443,0.51,0.82,0.24,-0.12,-3.66,-2.38,358,281,208,441,365,29
2444,0.52,0.83,0.25,-1.16,-3.17,-2.69,357,294,205,442,363,29
2445,0.51,0.81,0.25,-0.18,-2.87,-1.65,357,282,204,441,366,29
2446,0.52,0.82,0.25,-0.37,-2.87,-2.69,358,283,208,443,363,29
2447,0.52,0.82,0.25,0.12,-2.62,-3.3,360,281,208,443,367,29
2448,0.52,0.82,0.26,0.18,-2.26,-1.4,358,283,208,445,362,29
2449,0.52,0.81,0.25,0.37,-2.93,-2.01,361,281,209,443,366,29
2450,0.52,0.82,0.26,0.43,-2.44,-2.93,364,280,203,438,363,29
2451,0.51,0.82,0.26,1.1,-3.11,-2.99,359,283,206,439,365,29
2452,0.51,0.82,0.25,-0.12,-1.83,-3.3,357,281,209,442,362,29
2453,0.52,0.82,0.25,3.05,-2.44,-3.78,359,283,205,445,361,29
2454,0.51,0.83,0.27,-0.06,-1.83,-2.08,356,283,203,443,363,29
2455,0.52,0.78,0.24,4.33,-7.14,0.98,358,282,209,443,363,29
2456,0.51,0.8,0.21,0.18,-6.59,-1.95,355,282,206,444,362,29
2457,0.52,0.81,0.22,0.98,-3.97,-1.53,359,288,211,441,363,29
2458,0.51,0.83,0.23,-0.67,-1.1,-5.07,356,284,209,444,362,29
2459,0.52,0.83,0.23,1.95,-2.93,-0.18,356,280,206,441,366,29
2460,0.53,0.83,0.21,-0.67,-3.05,-1.65,355,283,206,437,364,29
2461,0.52,0.81,0.22,0.55,-2.75,-2.93,357,284,206,443,362,29
2462,0.53,0.83,0.23,1.77,-3.42,-2.87,358,279,211,442,363,29
2463,0.52,0.81,0.22,-0.31,-3.36,-0.92,353,282,209,444,365,29
2464,0.52,0.81,0.22,-0.67,-2.08,-1.4,357,284,205,444,364,29
2465,0.52,0.81,0.23,0.0,-2.69,-2.75,359,282,206,442,363,29
2466,0.52,0.82,0.22,0.24,-2.2,-3.48,359,283,207,436,361,29
2467,0.52,0.82,0.23,0.0,-3.97,-1.77,357,282,205,443,365,29
2468,0.52,0.82,0.24,-0.37,-1.53,-2.69,358,284,208,445,366,29
2469,0.53,0.81,0.24,-2.99,0.37,1.77,358,284,206,450,359,29
2470,0.54,0.77,0.26,-10.38,-9.46,2.38,357,284,207,446,366,29
2471,0.6,0.84,0.26,-8.97,0.0,-10.99,357,282,209,444,365,29
2472,0.5,0.83,0.26,7.63,1.53,-4.15,357,283,210,443,363,29
2473,0.5,0.82,0.27,-8.79,4.09,-9.46,350,280,207,436,363,29
2474,0.48,0.81,0.29,-1.04,-4.82,0.49,356,282,208,443,375,29
2475,0.5,0.81,0.28,0.06,-4.15,-0.98,358,282,209,445,363,29
2476,0.5,0.82,0.28,-0.31,-2.81,0.79,357,282,210,442,362,29
2477,0.5,0.82,0.29,-0.49,-3.54,-1.46,354,281,208,445,363,29
2478,0.51,0.79,0.28,-1.22,-4.33,-1.46,356,285,208,441,365,29
2479,0.51,0.81,0.29,0.85,-2.01,-2.62,356,285,209,441,361,29
2480,0.52,0.82,0.29,0.73,-1.65,-3.11,359,300,210,443,363,29
2481,0.51,0.82,0.28,0.92,-2.81,-3.11,356,285,204,442,362,29
2482,0.5,0.81,0.28,1.04,-2.93,-2.08,359,282,209,444,365,29
2483,0.51,0.82,0.28,0.79,-1.16,-1.65,357,284,211,440,364,29
2484,0.51,0.82,0.27,1.1,-3.72,-3.23,359,282,206,445,362,29
2485,0.5,0.82,0.28,-0.85,-2.32,-2.69,363,281,205,445,362,29
2486,0.51,0.81,0.28,-1.53,-3.17,-2.01,357,282,206,445,363,29
2487,0.5,0.81,0.28,-0.49,-3.48,-3.42,359,282,209,441,362,29
2488,0.52,0.81,0.27,1.89,-4.33,-2.2,357,278,206,443,363,29
2489,0.51,0.81,0.28,-0.12,-2.69,-3.48,358,278,210,442,363,29
2490,0.52,0.82,0.27,0.18,-3.23,-2.14,356,283,206,442,360,29
2491,0.52,0.82,0.27,0.98,-2.14,-3.42,359,284,221,439,364,29
2492,0.53,0.83,0.27,-0.12,-3.97,-2.93,359,286,208,445,365,29
2493,0.52,0.81,0.28,0.98,-2.69,-1.77,355,281,208,443,360,29
2494,0.52,0.82,0.27,0.43,-3.91,-1.4,348,284,206,437,360,29
2495,0.52,0.81,0.28,1.28,-4.15,-2.62,355,280,206,444,359,29
2496,0.52,0.81,0.26,-0.06,-3.17,-2.01,358,283,209,441,364,29
2497,0.53,0.81,0.26,0.12,-2.5,-3.05,359,282,205,442,359,29
2498,0.52,0.81,0.27,1.59,-1.22,-2.26,357,284,209,442,359,29
2499,0.52,0.82,0.27,0.24,-2.38,-3.11,357,282,209,446,364,29
2500,0.53,0.81,0.26,1.65,-1.53,-2.32,359,285,209,442,365,29
2501,0.52,0.81,0.27,0.85,-3.42,-2.69,358,282,206,447,364,29
2502,0.52,0.81,0.27,1.46,-4.46,-2.38,357,282,206,438,362,29
2503,0.52,0.81,0.26,0.43,-2.99,-1.83,360,282,206,446,362,29
2504,0.53,0.82,0.27,3.97,-1.77,0.31,370,283,209,441,362,29
2505,0.53,0.81,0.26,0.85,-4.09,-3.11,361,283,210,436,363,29
2506,0.53,0.82,0.26,0.43,-2.26,-1.34,358,281,210,442,364,29
2507,0.53,0.79,0.27,1.77,-1.04,-2.99,358,281,206,443,363,29
2508,0.53,0.8,0.28,-0.98,-3.3,-1.95,357,282,209,447,366,29
2509,0.53,0.8,0.28,1.34,-2.26,-1.77,352,282,207,447,362,29
2510,0.54,0.79,0.28,-1.77,-2.69,-3.36,355,282,206,446,359,29
2511,0.53,0.81,0.28,0.85,-3.17,-2.44,358,285,210,445,361,29
2512,0.53,0.8,0.28,0.49,-2.14,-2.81,357,280,210,440,359,29
2513,0.53,0.81,0.28,1.1,-2.38,-3.11,352,282,210,442,363,29
2514,0.51,0.81,0.27,-0.06,-3.3,-3.6,367,282,208,442,362,29
2515,0.52,0.81,0.27,-0.37,-2.2,-2.81,358,283,209,437,363,29
2516,0.51,0.81,0.29,0.18,-3.54,-2.32,357,282,210,442,363,29
2517,0.52,0.8,0.28,-0.18,-3.91,-3.3,360,285,209,441,370,29
2518,0.52,0.8,0.27,0.49,-2.32,-2.62,360,285,206,445,361,29
2519,0.52,0.81,0.28,-0.85,-4.03,-3.17,357,284,209,437,366,29
2520,0.53,0.81,0.27,0.98,-1.77,-2.87,357,281,206,440,365,29
2521,0.52,0.81,0.28,0.18,-3.36,-2.32,364,281,211,441,362,29
2522,0.52,0.8,0.27,-0.06,-2.26,-1.77,358,285,216,454,359,29
2523,0.52,0.8,0.28,0.43,-2.99,-2.32,357,284,208,438,364,29
2524,0.52,0.81,0.28,0.12,-3.36,-1.71,359,282,211,442,359,29
2525,0.52,0.81,0.27,0.24,-3.05,-2.14,360,283,208,446,363,29
2526,0.52,0.81,0.27,1.16,-2.75,-1.95,359,285,208,444,360,29
2527,0.53,0.82,0.27,1.04,-2.26,-1.89,357,282,207,442,364,29
2528,0.53,0.81,0.26,0.31,-2.81,-2.56,357,286,210,441,365,29
2529,0.52,0.8,0.26,0.79,-2.62,-2.08,357,283,208,439,364,29
2530,0.53,0.81,0.26,-0.18,-2.87,-2.99,360,286,207,446,364,29
2531,0.53,0.81,0.27,-0.31,-1.59,-2.87,357,284,209,439,365,29
2532,0.53,0.81,0.28,-0.37,-3.11,-2.93,360,282,206,442,362,29
2533,0.52,0.79,0.26,-0.18,-3.97,-1.83,360,285,207,445,359,29
2534,0.55,0.81,0.26,5.0,-7.51,0.12,360,285,208,445,362,29
2535,0.53,0.81,0.25,2.2,-4.64,-1.83,355,282,209,443,363,29
2536,0.55,0.82,0.24,2.56,-1.22,-3.36,359,282,208,442,365,29
2537,0.55,0.79,0.24,0.79,-3.05,-4.52,360,285,209,441,365,29
2538,0.53,0.82,0.25,1.04,-2.99,-2.62,361,285,206,446,363,29
2539,0.54,0.82,0.24,1.71,-2.2,-3.72,356,282,204,436,362,29
2540,0.52,0.82,0.26,-1.77,-1.65,-2.32,361,281,209,442,360,29
2541,0.54,0.82,0.25,-0.06,-2.56,-2.38,356,282,208,442,363,29
2542,0.53,0.81,0.25,0.24,-2.01,-1.89,397,283,203,442,362,29
2543,0.54,0.82,0.25,2.69,-1.46,-3.05,357,282,203,443,359,29
2544,0.52,0.82,0.26,0.24,-3.54,-2.81,360,281,208,442,363,29
2545,0.52,0.8,0.25,0.92,-1.04,-0.79,358,278,208,438,363,29
2546,0.52,0.8,0.25,-0.61,-3.54,-1.89,358,279,208,438,360,29
2547,0.54,0.79,0.27,0.79,-0.92,-2.5,358,283,209,445,364,29
2548,0.53,0.79,0.28,-0.49,-0.98,-4.76,360,285,208,441,362,29
2549,0.58,0.83,0.27,1.28,-3.17,-6.35,356,285,206,447,363,29
2550,0.56,0.83,0.27,1.4,-5.25,-5.37,358,283,206,441,366,29
2551,0.53,0.8,0.28,-0.92,-1.89,-0.49,359,283,207,443,364,29
2552,0.54,0.8,0.27,-0.12,-3.11,-1.77,356,280,207,446,364,29
2553,0.55,0.8,0.28,-0.18,-2.32,-3.66,358,284,210,441,363,29
2554,0.54,0.8,0.28,0.67,-2.5,-3.17,357,281,209,441,365,29
2555,0.55,0.8,0.27,0.92,-3.17,-3.3,361,283,208,443,365,29
2556,0.54,0.8,0.28,0.31,-3.11,-2.26,358,283,207,439,360,29
2557,0.54,0.8,0.28,0.0,-2.69,-2.38,360,285,205,443,361,29
2558,0.54,0.79,0.28,0.49,-2.26,-3.23,357,286,207,441,366,29
2559,0.5,0.8,0.28,0.0,-4.27,-4.58,360,283,206,447,357,29
2560,0.5,0.81,0.3,3.91,-2.87,-1.71,358,282,208,437,364,29
2561,0.52,0.8,0.27,0.55,-5.86,-1.53,359,282,209,445,365,29
2562,0.56,0.82,0.26,0.24,-4.09,-0.49,356,281,209,438,366,29
2563,0.57,0.82,0.25,0.92,-4.64,-2.38,359,283,207,445,367,29
2564,0.54,0.78,0.27,-0.67,-3.78,-4.88,361,281,208,444,363,29
2565,0.42,0.89,0.19,-5.68,-10.68,-8.79,380,276,206,439,360,29
2566,0.37,0.88,0.28,2.93,-1.4,-6.41,382,275,200,447,358,29
2567,0.38,0.94,0.27,-2.5,-1.77,-2.14,384,280,198,444,362,29
2568,0.39,0.88,0.3,-0.06,-1.16,-3.36,381,277,201,442,360,29
2569,0.37,0.95,0.29,2.44,1.46,1.34,378,277,205,443,359,29
2570,0.35,0.88,0.31,-5.74,-7.02,-2.08,378,280,206,443,361,29
2571,0.41,0.82,0.27,-12.51,5.49,-4.64,378,277,202,438,358,29
2572,0.37,0.86,0.33,-0.79,8.61,6.23,367,278,205,440,355,29
2573,0.42,0.92,0.29,-8.18,-10.86,7.02,367,277,201,437,354,29
2574,0.42,0.8,0.33,0.49,-0.61,-1.4,379,277,205,445,358,29
2575,0.42,0.82,0.32,0.67,8.42,-13.67,367,277,205,439,355,29
2576,0.45,0.85,0.35,4.64,-4.58,-3.78,370,276,201,438,358,29
2577,0.42,0.84,0.33,-2.08,-2.56,-0.73,370,278,209,447,359,29
2578,0.43,0.84,0.34,0.0,-1.1,1.71,369,280,200,457,357,29
2579,0.44,0.83,0.34,2.44,-3.05,-1.46,370,278,202,445,359,29
2580,0.44,0.84,0.33,-1.28,-3.11,-0.31,368,281,202,442,357,29
2581,0.43,0.82,0.35,-0.55,-3.97,-1.95,370,280,203,444,358,29
2582,0.44,0.83,0.33,2.56,-2.81,-3.23,371,281,199,447,358,29
2583,0.46,0.84,0.3,5.98,-7.75,-1.22,368,277,202,438,357,29
2584,0.46,0.83,0.32,2.56,-2.62,-3.3,369,275,202,443,358,29
2585,0.48,0.85,0.3,-0.12,-1.53,-6.9,370,279,203,444,360,29
2586,0.47,0.83,0.28,-0.79,-2.62,0.37,371,288,202,439,356,29
2587,0.5,0.83,0.29,-1.22,-3.17,-1.65,368,281,203,443,360,29
2588,0.5,0.82,0.29,3.23,-3.42,-2.08,370,278,203,445,353,29
2589,0.49,0.82,0.29,0.18,-1.34,-0.73,366,278,202,444,357,29
2590,0.49,0.82,0.31,-0.31,0.12,-4.39,365,278,205,442,356,29
2591,0.49,0.82,0.3,2.5,-2.81,-5.25,370,280,205,444,357,29
2592,0.48,0.82,0.3,0.67,-0.73,-3.17,365,285,202,442,358,29
2593,0.49,0.85,0.31,-2.44,-0.31,-3.36,365,278,204,445,361,29
2594,0.46,0.86,0.31,2.87,-4.88,-7.57,368,277,205,450,358,29
2595,0.44,0.85,0.31,-3.23,-0.06,-9.28,367,275,202,437,358,29
2596,0.46,0.8,0.29,0.79,-12.57,-6.16,366,279,201,448,359,29
2597,0.46,0.8,0.27,3.72,-2.26,-0.67,367,278,204,442,360,29
2598,0.5,0.85,0.23,6.35,-5.74,-2.44,362,277,205,440,360,29
2599,0.5,0.82,0.24,-4.33,-1.95,-0.49,367,280,205,441,358,29
2600,0.5,0.82,0.25,-1.46,-6.9,-3.05,368,277,202,437,356,29
2601,0.51,0.81,0.24,-7.81,-2.69,-0.98,371,276,203,442,358,29
2602,0.52,0.82,0.24,1.95,-1.83,-3.05,370,278,204,442,360,29
2603,0.5,0.81,0.25,0.12,-2.62,-2.44,371,275,201,442,355,29
2604,0.5,0.84,0.26,3.17,0.24,-3.66,369,277,204,439,357,29
2605,0.53,0.86,0.25,2.5,0.85,-4.88,369,277,202,442,358,29
2606,0.51,0.86,0.23,4.64,0.0,-1.95,368,278,201,443,360,29
2607,0.51,0.86,0.27,0.55,-0.24,-2.44,364,277,205,443,356,29
2608,0.54,0.82,0.27,6.77,-1.83,-5.49,368,279,204,446,355,29
2609,0.51,0.79,0.25,3.48,-8.18,-2.81,365,280,202,446,358,29
2610,0.5,0.82,0.27,-5.8,-7.51,-3.54,379,280,203,444,358,29
2611,0.52,0.81,0.25,0.85,-8.06,-4.03,368,280,201,443,358,29
2612,0.5,0.82,0.25,6.65,-3.72,-4.21,370,278,202,437,358,29
2613,0.51,0.85,0.27,4.15,-1.65,-6.29,370,277,204,443,356,29
2614,0.49,0.86,0.26,5.92,-4.39,-1.71,372,278,203,437,359,29
2615,0.49,0.82,0.24,0.31,-4.33,-2.44,367,277,199,446,357,29
2616,0.5,0.84,0.24,0.49,-2.38,-2.2,371,278,203,440,361,29
2617,0.52,0.84,0.24,2.81,-3.3,-3.48,369,277,205,442,358,29
2618,0.5,0.83,0.24,2.01,-1.77,-3.48,368,278,200,443,357,29
2619,0.51,0.82,0.23,2.93,-1.83,-2.26,368,280,202,448,360,29
2620,0.52,0.81,0.23,-4.46,3.78,-5.86,367,277,205,442,360,29
2621,0.5,0.82,0.26,-0.67,-2.69,0.24,396,279,205,442,358,29
2622,0.51,0.82,0.27,2.26,-3.66,-2.44,364,280,204,442,361,29
2623,0.5,0.81,0.27,1.34,0.12,-4.27,368,280,202,443,361,29
2624,0.5,0.81,0.26,1.59,-2.93,-3.05,368,281,201,446,362,29
2625,0.5,0.82,0.27,-0.24,-3.78,-2.93,365,281,203,446,359,29
2626,0.49,0.82,0.27,0.06,-4.76,-2.2,370,278,201,445,359,29
2627,0.49,0.83,0.28,1.4,-2.75,-2.62,366,278,199,442,355,29
2628,0.47,0.81,0.26,-1.89,-1.71,-1.59,367,275,205,440,361,29
2629,0.51,0.83,0.24,1.4,-1.16,-2.08,365,277,197,443,355,29
2630,0.49,0.83,0.24,1.95,-3.72,-1.04,357,279,204,442,361,29
2631,0.5,0.83,0.24,1.04,-3.97,-0.92,365,277,204,445,356,29
2632,0.49,0.82,0.24,-0.49,-2.08,-0.67,363,276,205,442,357,29
2633,0.51,0.83,0.25,-0.24,-2.62,-2.62,370,277,203,448,360,29
2634,0.51,0.83,0.26,-1.46,-2.2,-1.34,370,279,204,444,359,29
2635,0.52,0.83,0.25,-0.12,-3.6,-1.95,369,279,204,443,361,29
2636,0.51,0.82,0.25,1.16,-2.87,-3.05,366,281,202,441,359,29
2637,0.51,0.82,0.25,-1.16,-2.38,-1.65,370,276,217,442,359,29
2638,0.52,0.82,0.25,0.31,-3.3,-2.81,366,277,202,442,355,29
2639,0.52,0.82,0.25,-1.16,-2.56,-2.08,368,279,202,448,360,29
2640,0.51,0.83,0.26,1.04,-2.5,-2.56,368,281,204,442,358,29
2641,0.52,0.82,0.26,2.87,-2.26,-1.83,367,280,204,442,360,29
2642,0.52,0.82,0.25,1.1,-1.53,-3.17,365,278,207,444,360,29
2643,0.52,0.83,0.25,2.81,-5.07,-2.38,367,277,204,439,360,29
2644,0.51,0.82,0.26,1.59,-0.55,-3.23,365,279,203,437,354,29
2645,0.5,0.81,0.27,-0.73,-2.26,1.34,367,280,205,442,359,29
2646,0.52,0.82,0.27,-0.49,-1.83,-1.71,366,279,201,440,358,29
2647,0.51,0.82,0.27,0.98,-4.09,-3.17,368,278,204,445,360,29
2648,0.52,0.81,0.26,0.06,-3.11,-2.2,369,281,205,442,360,29
2649,0.52,0.82,0.26,0.06,-3.3,-2.01,365,284,205,445,358,29
2650,0.51,0.82,0.27,-0.43,-2.14,-2.08,367,278,206,441,355,29
2651,0.52,0.82,0.25,3.05,-2.87,-4.94,366,280,205,448,365,29
2652,0.51,0.82,0.25,2.01,-2.87,-1.89,365,276,201,437,361,29
2653,0.5,0.82,0.25,-0.55,-1.95,-2.93,369,281,203,442,360,29
2654,0.52,0.82,0.24,-0.12,-3.3,-1.77,371,278,202,443,359,29
2655,0.51,0.83,0.26,0.12,-3.23,-2.44,366,279,202,441,356,29
2656,0.52,0.83,0.24,0.0,-2.38,-2.75,370,278,204,437,357,29
2657,0.52,0.82,0.25,-0.18,-3.05,-0.79,367,279,203,443,359,29
2658,0.52,0.81,0.24,1.22,-3.78,-1.16,364,280,207,441,360,29
2659,0.51,0.83,0.24,1.46,-2.01,-2.69,369,283,205,442,362,29
2660,0.53,0.83,0.25,-0.61,-5.62,-0.37,365,279,219,438,361,29
2661,0.52,0.82,0.25,1.22,-1.34,-3.42,370,278,202,442,359,29
